Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily_Return,Log_Return,High_Low_Pct,Price_Change,Volume_SMA_10,Volume_Ratio,Returns,Volatility,RSI,Price_Position,Momentum_10,ROC,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Volume_normalized,Close_normalized,High_normalized,Low_normalized
2020-01-16 00:00:00-05:00,75.66278838334783,76.1718916266167,75.30086936839069,76.06089782714844,108829200.0,0.0,0.0,AAPL,0.0125262552687002,0.0124484507919316,1.1451643132131313,0.39810944380060675,133065360.0,0.8178627405359291,0.012526255268700215,0.2026617157766955,71.39987602547113,0.8725706508415526,3.5926361083984375,4.957530404608699,75.11992645263672,75.44325256347656,76.47590637207031,74.87620544433594,74.70734405517578,0.39444355043620927,0.10050392679872766,0.09427331256514057,0.10980691960949876
2020-01-17 00:00:00-05:00,76.30942443229468,76.90538477645106,76.00300228022495,76.9029769897461,137816400.0,0.0,0.0,AAPL,0.0110711178365434,0.0110102816162793,1.173403854504137,0.5935525574514173,132214720.0,1.0423680510006752,0.011071117836543465,0.19450054317081747,74.00741285925398,0.9973317448919568,5.139251708984375,7.161350234924462,76.06089782714844,75.11992645263672,75.44325256347656,76.47590637207031,74.87620544433594,0.5280247277922834,0.10438675162845895,0.09758049012665596,0.11303542588241669
2020-01-21 00:00:00-05:00,76.53142037146344,76.97295847341564,76.24429727052916,76.38182830810547,110843200.0,0.0,0.0,AAPL,-0.0067767036081075,-0.0067997697312528,0.9539719315793875,-0.14959206335797148,131460320.0,0.8431684937325574,-0.006776703608107559,0.19377103654957525,70.0545856735478,0.18874483371901796,4.046287536621094,5.593775194691284,76.9029769897461,76.06089782714844,75.11992645263672,75.44325256347656,76.47590637207031,0.4037246293674317,0.10198373641215347,0.0978851667475629,0.1141449343197661
2020-01-22 00:00:00-05:00,76.86675379645084,77.206958482607,76.5603317456232,76.65443420410156,101832400.0,0.0,0.0,AAPL,0.0035689888817072,0.0035626351539897,0.8435607720514697,-0.21231959234927444,130756360.0,0.7787950046942267,0.0035689888817072024,0.18556317133360714,70.86848242634093,0.14552825161128058,4.659088134765625,6.471374038925568,76.38182830810547,76.9029769897461,76.06089782714844,75.11992645263672,75.44325256347656,0.362200326470977,0.1032407214899454,0.09894022715264891,0.11559810546172836
2020-01-23 00:00:00-05:00,76.70755279875391,77.10324719984139,76.15984382890906,77.02362823486328,104472000.0,0.0,0.0,AAPL,0.0048163427803626,0.004804781309284,1.2248233335044538,0.3160754361093723,127995640.0,0.8162153023337357,0.004816342780362692,0.17829241706793866,71.90272547392608,0.9156045362659395,3.8701324462890625,5.290427210032982,76.65443420410156,76.38182830810547,76.9029769897461,76.06089782714844,75.11992645263672,0.37436434630556237,0.1049430742060583,0.09847261320517595,0.11375660546999364
2020-01-24 00:00:00-05:00,77.26971830945405,78.01285552986269,76.61102297800898,76.8016357421875,146537600.0,0.0,0.0,AAPL,-0.0028821349729056,-0.0028862963215423,1.8252639260958894,-0.4680825672665492,125638560.0,1.166342562347101,-0.002882134972905681,0.1743960122331365,75.40154841469447,0.1359739891376239,2.0942916870117188,2.8033277229946236,77.02362823486328,76.65443420410156,76.38182830810547,76.9029769897461,76.06089782714844,0.568214472367744,0.1039194673994055,0.10257385976691039,0.11583119090606661
2020-01-27 00:00:00-05:00,74.81107521306389,75.223660842835,73.56124993820636,74.54325866699219,161940000.0,0.0,0.0,AAPL,-0.0294053252039627,-0.0298463285333488,2.230129101351938,-0.2678165460716997,127768080.0,1.2674527158896025,-0.029405325203962773,0.2142290798303042,59.51348003277132,0.5907135991779324,-0.33294677734375,-0.44466299456276204,76.8016357421875,77.02362823486328,76.65443420410156,76.38182830810547,76.9029769897461,0.6391930672685691,0.09350609657638931,0.08999792489182809,0.10180790382747565
2020-01-28 00:00:00-05:00,75.42395006721497,76.82336779320974,75.32502461892797,76.65206146240234,162234000.0,0.0,0.0,AAPL,0.0282896513128145,0.0278968893229682,1.9547330439595616,1.2281113951873692,131838280.0,1.2305530685018038,0.02828965131281458,0.23105615939369534,67.4125627547204,0.8856694956484101,0.17615509033203125,0.2303406375793732,74.54325866699219,76.8016357421875,77.02362823486328,76.65443420410156,76.38182830810547,0.6405479020281417,0.1032297807841383,0.09721069154476039,0.10991798886229845
2020-01-29 00:00:00-05:00,78.28309821074268,79.103446634538,77.54236874294361,78.25655364990234,216229200.0,0.0,0.0,AAPL,0.0209321465970879,0.0207160791847758,1.994820649243275,-0.026544560840335407,137265760.0,1.5752595548955544,0.020932146597087975,0.23355190243460808,68.46518253494997,0.45749472899735216,2.8133010864257812,3.729029423882171,76.65206146240234,74.54325866699219,76.8016357421875,77.02362823486328,76.65443420410156,0.889372983014808,0.11062809008978203,0.10749112236300276,0.120113650243419
2020-01-30 00:00:00-05:00,77.33968569636842,78.196224452265,76.90779359376785,78.14314270019531,126743200.0,0.0,0.0,AAPL,-0.0014492198342186,-0.0014502709689555,1.6488086017225543,0.8034570038268924,137747720.0,0.9201110551956867,-0.0014492198342186402,0.22796243098278768,63.87907978443735,0.9588012412776246,3.0232162475585938,4.024519711776793,78.25655364990234,76.65206146240234,74.54325866699219,76.8016357421875,77.02362823486328,0.47699630514024105,0.11010515249549757,0.10340063447610179,0.11719578410266276
