Total Return,Annual Return,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Max DD Peak Date,Max DD Trough Date,VaR (95%),CVaR (95%),Daily Volatility,Annual Volatility,Skewness,Kurtosis
0.00%,0.00%,nan,nan,0.00,0.00%,2020-01-17,2020-01-17,0.00%,0.00%,0.00%,0.00%,nan,nan
